#!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
#!
#! ISO language codes (2-char and 3-char).  From https://www.loc.gov/standards/iso639-2/php/code_list.php,
#! augmented by entries from the Ethnologue.  See also
#! https://en.wikipedia.org/wiki/List_of_ISO_639_language_codes and the places
#! it points to.
#!
#! Format is:
#!
#!   3-char code | 2-char code where available | language name | comma-separated list of countries where language is used.
#!
#! where ' | ' represents a tab.
#!
#!
#!
#! Manual changes
#! ==============
#!
#! The 3-char code for Bengali (ben) does have a 2-char equivalent (bn).
#! However, I have removed the 2-char code below, because if we use it, texts
#! are recorded as Bangala rather than Bengali.  In fact, Bangala is a
#! recognised alternative to Bengali, but we have decided we want the texts
#! displayed as Bengali.
#!
#!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!

mcj		Mvanip	Nigeria
mck		Mbunda	Angola, Zambia
mcl		Macaguaje	Colombia
mcm		Malaccan Portuguese Creole	Malaysia
mcn		Masana	Cameroon, Chad
mco		Coatlán Mixe	Mexico
mcp		Makaa	Cameroon
mcq		Ese	Papua New Guinea
mcr		Menya	Papua New Guinea
mcs		Mambai	Cameroon, Chad
mct		Mengisa	Cameroon
mcu		Cameroon Mambila	Cameroon
mcv		Minanibai	Papua New Guinea
mcw		Mawa	Chad
mcx		Mpiemo	Central African Republic, Congo, Cameroon
mcy		South Kodut	Papua New Guinea
mcz		Mawan	Papua New Guinea
mda		Mada	Nigeria
mdb		Morigi	Papua New Guinea
mdc		Soq	Papua New Guinea
mdd		Mbum	Cameroon
mde		Maba	Chad
mdf		Moksha	Russian Federation
mdg		Massalat	Chad
mdh		Maguindanaon	Philippines
mdi		Mamvu	Democratic Republic of the Congo
mdj		Mangbetu	Democratic Republic of the Congo
mdk		Mangbutu	Democratic Republic of the Congo
mdl		Maltese Sign Language	Malta
mdm		Mayogo	Democratic Republic of the Congo
mdn		Mbati	Central African Republic
mdp		Mbala	Democratic Republic of the Congo
mdq		Mbole	Democratic Republic of the Congo
mdr		Mandar	Indonesia
mds		Maria	Papua New Guinea
mdt		Mbere	Congo, Gabon
mdu		Mboko	Congo
mdv		Santa Lucía Monteverde Mixtec	Mexico
mdw		Mbosi	Congo
mdx		Dizin	Ethiopia
mdy		Male	Ethiopia
mdz		Suruí do Pará	Brazil
mea		Menka	Cameroon
meb		Ikobi	Papua New Guinea
mec		Marra	Australia
med		Melpa	Papua New Guinea
mee		Mengen	Papua New Guinea
mef		Megam	Bangladesh
meh		Southwestern Tlaxiaco Mixtec	Mexico
mei		Midob	Sudan
mej		Meyah	Indonesia
mek		Mekeo	Papua New Guinea
mel		Central Melanau	Malaysia
mem		Mangala	Australia
men		Mende	Liberia, Sierra Leone
meo		Satun Malay	Malaysia, Thailand
mep		Miriwoong	Australia
meq		Merey	Cameroon
mer		Kimîîru	Kenya
mes		Masmaje	Chad
met		Mato	Papua New Guinea
meu		Motu	Papua New Guinea
mev		Maan	Guinea, Liberia
mew		Maaka	Nigeria
mey		Hassaniyya	Algeria, Western Sahara, Mali, Mauritania
mez		Menominee	United States
mfa		Pattani Malay	Thailand
mfb		Bangka	Indonesia
mfc		Mba	Democratic Republic of the Congo
mfd		Mendankwe-Nkwen	Cameroon
mfe		Morisyen	Mauritius
mff		Naki	Cameroon
mfg		Mogofin	Guinea
mfh		Matal	Cameroon
mfi		Wandala	Cameroon, Nigeria
mfj		Mefele	Cameroon
mfk		North Mofu	Cameroon
mfl		Putai	Nigeria
mfm		Marghi South	Nigeria
mfn		Cross River Mbembe	Nigeria
mfo		Mbe	Nigeria
mfp		Makassar Indonesian	Indonesia
mfq		Moba	Burkina Faso, Togo
mfr		Marrithiyel	Australia
mfs		Mexican Sign Language	Mexico
mft		Idio	Papua New Guinea
mfu		Mbwela	Angola
mfv		Mandjak	Gambia, Guinea-Bissau, Senegal
mfw		Mulaha	Papua New Guinea
mfx		Melo	Ethiopia
mfy		Mayo	Mexico
mfz		Mabaan	South Sudan
mgb		Mararit	Chad
mgc		Morokodo	South Sudan
mgd		Moru	South Sudan
mge		Mango	Chad
mgf		Maklew	Indonesia
mgg		Mpumpong	Cameroon
mgh		Makhuwa-Meetto	Mozambique, Tanzania
mgi		Migili	Nigeria
mgj		Abureni	Nigeria
mgk		Mawes	Indonesia
mgl		Maleu-Kilenge	Papua New Guinea
mgm		Mambae	East Timor
mgn		Mbangi	Central African Republic
mgo		Meta’	Cameroon
mgp		Eastern Magar	Nepal
mgq		Malila	Tanzania
mgr		Mambwe-Lungu	Tanzania, Zambia
mgs		Manda	Tanzania
mgt		Mwakai	Papua New Guinea
mgu		Magi	Papua New Guinea
mgv		Matengo	Tanzania
mgw		Matumbi	Tanzania
mgy		Mbunga	Tanzania
mgz		Mbugwe	Tanzania
mha		Manda	India
mhb		Mahongwe	Gabon
mhc		Mocho	Mexico
mhd		Mbugu	Tanzania
mhe		Mah Meri	Malaysia
mhf		Doloman	Papua New Guinea
mhg		Margu	Australia
mhi		Ma’di	South Sudan, Uganda
mhj		Mogholi	Afghanistan
mhk		Mungaka	Cameroon
mhl		Mauwake	Papua New Guinea
mhm		Makhuwa-Moniga	Mozambique
mhn		Mòcheno	Italy
mho		Mashi	Angola, Zambia
mhp		Balinese Malay	Indonesia
mhq		Mandan	United States
mhr		Meadow Mari	Russian Federation
mhs		Buru	Indonesia
mht		Mandahuaca	Venezuela
mhu		Digaro-Mishmi	China, India
mhw		Mbukushu	Angola, Botswana, Namibia, Zambia
mhx		Lhao Vo	Myanmar
mhy		Ma’anyan	Indonesia
mhz		Mor	Indonesia
mia		Miami	United States
mib		Atatlahuca Mixtec	Mexico
mic		Mi’kmaq	Canada
mid		Neo-Mandaic	Iraq, Iran
mie		Ocotepec Mixtec	Mexico
mif		Mofu-Gudur	Cameroon
mig		San Miguel el Grande Mixtec	Mexico
mih		Chayuco Mixtec	Mexico
mii		Chigmecatitlán Mixtec	Mexico
mij		Mungbam	Cameroon
mik		Mikasuki	United States
mil		Peñoles Mixtec	Mexico
mim		Alacatlatzala Mixtec	Mexico
min		Minangkabau	Indonesia
mio		Pinotepa Nacional Mixtec	Mexico
mip		Apasco-Apoala Mixtec	Mexico
miq		Mískito	Honduras, Nicaragua
mir		Isthmus Mixe	Mexico
mit		Southern Puebla Mixtec	Mexico
miu		Cacaloxtepec Mixtec	Mexico
miw		Akoye	Papua New Guinea
mix		Mixtepec Mixtec	Mexico
miy		Ayutla Mixtec	Mexico
miz		Coatzospan Mixtec	Mexico
mjb		Makalero	East Timor
mjc		San Juan Colorado Mixtec	Mexico
mjd		Northwest Maidu	United States
mje		Muskum	Chad
mjg		Tu	China
mjh		Mwera	Tanzania
mji		Kim Mun	China
mjj		Mawak	Papua New Guinea
mjk		Matukar Panau	Papua New Guinea
mjl		Mandeali	India
mjm		Medebur	Papua New Guinea
mjn		Ma	Papua New Guinea
mjo		Malankuravan	India
mjp		Malapandaram	India
mjq		Malaryan	India
mjr		Malavedan	India
mjs		Miship	Nigeria
mjt		Sauria Paharia	Bangladesh, India
mju		Manna-Dora	India
mjv		Mannan	India
mjw		Karbi	India
mjx		Mahali	India
mjy		Mahican	United States
mjz		Majhi	Nepal
mka		Mbre	Côte d’Ivoire
mkb		Mal Paharia	India
mkc		Siliput	Papua New Guinea
mkd	mk	Macedonian	Bulgaria, Greece, North Macedonia
mke		Mawchi	India
mkf		Vune mi	Nigeria
mkg		Mak	China
mki		Dhatki	Pakistan
mkj		Mokilese	Micronesia
mkk		Byep	Cameroon
mkl		Mokole	Benin
mkm		Moklen	Thailand
mkn		Kupang Malay	Indonesia
mko		Mingang Doso	Nigeria
mkp		Moikodi	Papua New Guinea
mkq		Bay Miwok	United States
mkr		Manep	Papua New Guinea
mks		Silacayoapan Mixtec	Mexico
mkt		Vamale	New Caledonia
mku		Konyanka	Guinea
mkv		Mafea	Vanuatu
mkw		Kituba	Congo
mkx		Kinamiging Manobo	Philippines
mky		East Makian	Indonesia
mkz		Makasae	East Timor
mla		Malo	Vanuatu
mlb		Mbule	Cameroon
mlc		Cao Lan	Vietnam
mle		Manambu	Papua New Guinea
mlf		Mal	Laos, Thailand
mlh		Mape	Papua New Guinea
mli		Malimpung	Indonesia
mlj		Miltu	Chad
mlk		Kiwilwana	Kenya
mll		Malua Bay	Vanuatu
mlm		Mulam	China
mln		Malango	Solomon Islands
mlo		Mlomp	Senegal
mlp		Bargam	Papua New Guinea
mlq		Western Maninkakan	Gambia, Mali, Senegal
mlr		Vame	Cameroon
mls		Masalit	Sudan, Chad
mlt	mt	Maltese	Malta
mlu		To’abaita	Solomon Islands
mlv		Mwotlap	Vanuatu
mlw		Moloko	Cameroon
mlx		Na’ahai	Vanuatu
mlz		Malaynon	Philippines
mma		Mama	Nigeria
mmb		Momina	Indonesia
mmc		Michoacán Mazahua	Mexico
mmd		Maonan	China
mme		Mae	Vanuatu
mmf		Mindat	Nigeria
mmg		North Ambrym	Vanuatu
mmh		Mehináku	Brazil
mmi		Hember Avu	Papua New Guinea
mmj		Majhwar	India
mmk		Mukha-Dora	India
mml		Man Met	China
mmm		Maii	Vanuatu
mmn		Minamanwa	Philippines
mmo		Mangga Buang	Papua New Guinea
mmp		Siawi	Papua New Guinea
mmq		Aisi	Papua New Guinea
mmr		Western Xiangxi Miao	China
mmt		Mala	Papua New Guinea
mmu		Numala	Cameroon
mmv		Miriti	Brazil
mmw		Emae	Vanuatu
mmx		Madak	Papua New Guinea
mmy		Migaama	Chad
mmz		Mabaale	Democratic Republic of the Congo
mna		Mbula	Papua New Guinea
mnb		Muna	Indonesia
mnc		Manchu	China
mnd		Mondé	Brazil
mne		Naba	Chad
mnf		Mundani	Cameroon
mng		Eastern Mnong	Vietnam
mnh		Mono	Democratic Republic of the Congo
mni		Meitei	Bangladesh, India
mnj		Munji	Afghanistan
mnk		Mandinka	Gambia, Guinea-Bissau, Senegal
mnl		Tiale	Vanuatu
mnm		Mapena	Papua New Guinea
mnn		Southern Mnong	Vietnam
mnp		Min Bei Chinese	China
mnq		Minriq	Malaysia
mnr		Mono	United States
mns		Mansi	Russian Federation
mnu		Mer	Indonesia
mnv		Rennell-Bellona	Solomon Islands
mnw		Mon	Myanmar, Thailand
mnx		Sougb	Indonesia
mny		Manyawa	Mozambique
mnz		Moni	Indonesia
moa		Mwan	Côte d’Ivoire
moc		Mocoví	Argentina
mod		Mobilian	United States
moe		Innu	Canada
mog		Mongondow	Indonesia
moh		Mohawk	Canada, United States
moi		Mboi	Nigeria
moj		Monzombo	Democratic Republic of the Congo, Central African Republic, Congo
mok		Morori	Indonesia
mom		Mangue	Nicaragua
moo		Monom	Vietnam
mop		Mopán Maya	Belize, Guatemala
moq		Mor	Indonesia
mor		Moro	Sudan
mos		Moore	Burkina Faso, Mali, Togo
mot		Barí	Colombia, Venezuela
mou		Mogum	Chad
mov		Mohave	United States
mow		Moi	Congo
mox		Molima	Papua New Guinea
moy		Shekkacho	Ethiopia
moz		Mukulu	Chad
mpa		Mpoto	Tanzania
mpb		Malak Malak	Australia
mpc		Mangarrayi	Australia
mpd		Machinere	Bolivia, Brazil
mpe		Majang	Ethiopia
mpg		Marba	Chad
mph		Maung	Australia
mpi		Mpade	Cameroon, Chad
mpj		Martu Wangka	Australia
mpk		Mbara	Chad
mpl		Middle Kodut	Papua New Guinea
mpm		Yosondúa Mixtec	Mexico
mpn		Mindiri	Papua New Guinea
mpo		Miu	Papua New Guinea
mpp		Migabac	Papua New Guinea
mpq		Matís	Brazil
mpr		Vangunu	Solomon Islands
mps		Dadibi	Papua New Guinea
mpt		Mian	Papua New Guinea
mpu		Makuráp	Brazil
mpv		Mungkip	Papua New Guinea
mpw		Mapidian	Brazil, Guyana
mpx		Misima-Panaeati	Papua New Guinea
mpy		Mapia	Indonesia
mpz		Mpi	Thailand
mqa		Maba	Indonesia
mqb		Mbuko	Cameroon
mqc		Mangole	Indonesia
mqe		Matepi	Papua New Guinea
mqf		Momuna	Indonesia
mqg		Kota Bangun Kutai Malay	Indonesia
mqh		Tlazoyaltepec Mixtec	Mexico
mqi		Mariri	Indonesia
mqj		Mamasa	Indonesia
mqk		Rajah Kabunsuwan Manobo	Philippines
mql		Mbelime	Benin, Togo
mqm		South Marquesan	French Polynesia
mqn		Moronene	Indonesia
mqo		Modole	Indonesia
mqp		Manipa	Indonesia
mqq		Minokok	Malaysia
mqr		Mander	Indonesia
mqs		West Makian	Indonesia
mqt		Mok	Myanmar, Thailand
mqu		Mandari	South Sudan
mqv		Mosimo	Papua New Guinea
mqw		Murupi	Papua New Guinea
mqx		Mamuju	Indonesia
mqy		Manggarai	Indonesia
mqz		Pano	Papua New Guinea
mra		Mlabri	Laos, Thailand
mrb		Marino	Vanuatu
mrc		Maricopa	United States
mrd		Western Magar	Nepal
mre		Martha’s Vineyard Sign Language	United States
mrf		Elseng	Indonesia
mrg		Mising	India
mrh		Mara	India, Myanmar
mri	mi	Maori	New Zealand
mrj		Hill Mari	Russian Federation
mrk		Hmwaveke	New Caledonia
mrl		Mortlockese	Micronesia
mrm		Mwerlap	Vanuatu
mrn		Cheke Holo	Solomon Islands
mro		Mru	Bangladesh, Myanmar
mrp		Morouas	Vanuatu
mrq		North Marquesan	French Polynesia
mrr		Maria	India
mrs		Maragus	Vanuatu
mrt		Marghi Central	Nigeria
mru		Mono	Cameroon
mrv		Mangareva	French Polynesia
mrw		Maranao	Philippines
mrx		Dineor	Indonesia
mry		Mandaya	Philippines
mrz		Marind	Indonesia
msb		Masbatenyo	Philippines
msc		Sankaran Maninka	Guinea
msd		Yucatec Maya Sign Language	Mexico
mse		Musey	Cameroon, Chad
msf		Mekwei	Indonesia
msg		Moraid	Indonesia
msh		Masikoro Malagasy	Madagascar
msi		Sabah Malay	Malaysia
msj		Ma	Democratic Republic of the Congo
msk		Mansaka	Philippines
msl		Molof	Indonesia
msm		Agusan Manobo	Philippines
msn		Vurës	Vanuatu
mso		Mombum	Indonesia
msp		Maritsauá	Brazil
msq		Caac	New Caledonia
msr		Mongolian Sign Language	Mongolia
mss		West Masela	Indonesia
msu		Musom	Papua New Guinea
msv		Maslam	Cameroon, Chad
msw		Mansoanka	Guinea-Bissau
msx		Moresada	Papua New Guinea
msy		Aruamu	Papua New Guinea
msz		Momare	Papua New Guinea
mta		Cotabato Manobo	Philippines
mtb		Anyin Morofo	Côte d’Ivoire
mtc		Munit	Papua New Guinea
mtd		Mualang	Indonesia
mte		Mono	Solomon Islands
mtf		Murik	Papua New Guinea
mtg		Una	Indonesia
mth		Munggui	Indonesia
mti		Maiwa	Papua New Guinea
mtj		Moskona	Indonesia
mtk		Mbo’	Cameroon
mtl		Tehl	Nigeria
mtm		Mator	Russian Federation
mtn		Matagalpa	Nicaragua
mto		Totontepec Mixe	Mexico
mtp		Weenhayek	Bolivia
mtq		Muong	Vietnam
mtr		Mewari	India
mts		Yora	Peru
mtt		Mota	Vanuatu
mtu		Tututepec Mixtec	Mexico
mtv		Asaro’o	Papua New Guinea
mtw		Southern Binukidnon	Philippines
mtx		Tidaá Mixtec	Mexico
mty		Nabi	Papua New Guinea
mua		Mundang	Cameroon, Chad
mub		Mubi	Chad
muc		Ajumbu	Cameroon
mud		Mednyj Aleut	Russian Federation
mue		Media Lengua	Ecuador
mug		Musgu	Cameroon, Chad
muh		Mündü	Democratic Republic of the Congo, South Sudan
mui		Musi	Indonesia
muj		Mabire	Chad
muk		Mugom-Karmarong	Nepal
mum		Maiwala	Papua New Guinea
muo		Mubako	Cameroon
mup		Malvi	India
muq		Eastern Xiangxi Miao	China
mur		Murle	South Sudan
mus		Muskogee	United States
mut		Western Muria	India
muu		Yaaku	Kenya
muv		Muthuvan	India
mux		Bo-Ung	Papua New Guinea
muy		Muyang	Cameroon
muz		Mursi	Ethiopia
mva		Manam	Papua New Guinea
mvb		Mattole	United States
mvd		Mamboru	Indonesia
mve		Marwari	Pakistan
mvf		Peripheral Mongolian	China, Mongolia
mvg		Yucuañe Mixtec	Mexico
mvh		Mulgi	Chad
mvi		Miyako	Japan
mvk		Mekmek	Papua New Guinea
mvl		Mbara	Australia
mvn		Minaveha	Papua New Guinea
mvo		Marovo	Solomon Islands
mvp		Duri	Indonesia
mvq		Moere	Papua New Guinea
mvr		Marau	Indonesia
mvs		Massep	Indonesia
mvt		Mpotovoro	Vanuatu
mvu		Marfa	Chad
mvv		Tahol Murut	Indonesia, Malaysia
mvw		Machinga	Tanzania
mvx		Meoswar	Indonesia
mvy		Indus Kohistani	Pakistan
mvz		Mesqan	Ethiopia
mwa		Mwatebu	Papua New Guinea
mwb		Juwar	Papua New Guinea
mwc		Are	Papua New Guinea
mwe		Mwera	Tanzania
mwf		Murrinh-Patha	Australia
mwg		Aiklep	Papua New Guinea
mwh		Mouk-Aria	Papua New Guinea
mwi		Ninde	Vanuatu
mwk		Kita Maninkakan	Mali
mwl		Mirandese	Portugal
mwm		Sar	Chad
mwn		Nyamwanga	Tanzania, Zambia
mwo		Central Maewo	Vanuatu
mwp		Kala Lagaw Ya	Australia
mwq		Müün Chin	Myanmar
mws		Mwimbi-Muthambi	Kenya
mwt		Moken	Myanmar, Thailand
mwu		Mittu	South Sudan
mwv		Mentawai	Indonesia
mww		Hmong Daw	China
mwz		Moingi	Democratic Republic of the Congo
mxa		Northwest Oaxaca Mixtec	Mexico
mxb		Tezoatlán Mixtec	Mexico
mxc		Manyika	Mozambique, Zimbabwe
mxd		Modang	Indonesia
mxe		Mele-Fila	Vanuatu
mxf		Malgbe	Cameroon, Chad
mxg		Mbangala	Angola
mxh		Mvuba	Democratic Republic of the Congo
mxj		Miju-Mishmi	China, India
mxk		Monumbo	Papua New Guinea
mxl		Maxi Gbe	Benin, Togo
mxm		Meramera	Papua New Guinea
mxn		Moi Kelim	Indonesia
mxo		Mbowe	Zambia
mxp		Tlahuitoltepec Mixe	Mexico
mxq		Juquila Mixe	Mexico
mxr		Murik	Malaysia
mxs		Huitepec Mixtec	Mexico
mxt		Jamiltepec Mixtec	Mexico
mxu		Mada	Cameroon
mxv		Metlatónoc Mixtec	Mexico
mxw		Namo	Papua New Guinea
mxx		Mahou	Côte d’Ivoire
mxy		Southeastern Nochixtlán Mixtec	Mexico
mxz		Central Masela	Indonesia
mya	my	Burmese	Myanmar
myb		Mbay	Central African Republic, Chad
myc		Mayeka	Democratic Republic of the Congo
mye		Myene	Gabon
myf		Mawes Aasse	Ethiopia
myg		Manta	Cameroon
myh		Makah	United States
myj		Mangayat	South Sudan
myk		Mamara Sénoufo	Mali
myl		Moma	Indonesia
mym		Me’en	Ethiopia
myo		Anfillo	Ethiopia
myp		Pirahã	Brazil
myr		Muniche	Peru
mys		Mesmes	Ethiopia
myu		Mundurukú	Brazil
myv		Erzya	Russian Federation
myw		Muyuw	Papua New Guinea
myx		Masaaba	Uganda
myy		Macuna	Brazil, Colombia
myz		Classical Mandaic	Iran
mza		Santa María Zacatepec Mixtec	Mexico
mzb		Tumzabt	Algeria
mzc		Malagasy Sign Language	Madagascar
mzd		Mulimba	Cameroon
mze		Morawa	Papua New Guinea
mzh		Pilcomayo Wichí	Argentina
mzi		Ixcatlán Mazatec	Mexico
mzj		Manya	Guinea, Liberia
mzk		Nigeria Mambila	Nigeria
mzl		Mazatlán Mixe	Mexico
mzm		Mumuye	Nigeria
mzn		Mazandarani	Iran
mzo		Matipuhy	Brazil
mzp		Movima	Bolivia
mzq		Mori Atas	Indonesia
mzr		Marubo	Brazil
mzs		Macanese	China–Macao
mzt		Mintil	Malaysia
mzu		Inapang	Papua New Guinea
mzv		Mandja	Central African Republic
mzw		Deg	Ghana
mzx		Mawayana	Guyana
mzy		Mozambican Sign Language	Mozambique
mzz		Maiadomu	Papua New Guinea
naa		Namla	Indonesia
nab		Southern Nambikuára	Brazil
nac		Narak	Papua New Guinea
nae		Naka’ela	Indonesia
naf		Nabak	Papua New Guinea
nag		Nagamese	India
naj		Nalu	Guinea, Guinea-Bissau
nak		Nakanai	Papua New Guinea
nal		Nalik	Papua New Guinea
nam		Ngan’gityemerri	Australia
nan		Min Nan Chinese	China, China–Taiwan
nao		Naaba	China, Nepal
nap		Napoletano	Italy
naq		Khoekhoe	Namibia
nar		Iguta	Nigeria
nas		Naasioi	Papua New Guinea
nat		Cahungwarya	Nigeria
nau	na	Nauruan	Nauru
nav	nv	Navajo	United States
naw		Nawuri	Ghana
nax		Nakwi	Papua New Guinea
nay		Ngarrindjeri	Australia
naz		Coatepec Nahuatl	Mexico
nba		Nyemba	Angola
nbb		Ndoe	Nigeria
nbc		Chang Naga	India
nbd		Ngbinda	Democratic Republic of the Congo
nbe		Konyak Naga	India, Myanmar
nbg		Nagarchal	India
nbh		Ngamo	Nigeria
nbi		Mao Naga	India
nbj		Ngarinyman	Australia
nbk		Nake	Papua New Guinea
nbl	nr	Ndebele	South Africa
nbm		Ngbaka Ma’bo	Democratic Republic of the Congo, Central African Republic
nbn		Kuri	Indonesia
nbo		Nkukoli	Nigeria
nbp		Nnam	Nigeria
nbq		Nggem	Indonesia
nbr		Numana	Nigeria
nbs		Namibian Sign Language	Namibia
nbt		Na	India
nbu		Rongmei Naga	India
nbv		Ngamambo	Cameroon
nbw		Southern Ngbandi	Democratic Republic of the Congo
nby		Ningera	Papua New Guinea
nca		Iyo	Papua New Guinea
ncb		Central Nicobarese	India
ncc		Ponam	Papua New Guinea
ncd		Nachiring	Nepal
nce		Yale	Papua New Guinea
ncf		Notsi	Papua New Guinea
ncg		Nisga’a	Canada
nch		Central Huasteca Nahuatl	Mexico
ncj		Northern Puebla Nahuatl	Mexico
nck		Na-kara	Australia
ncl		Michoacán Nahuatl	Mexico
ncm		Nambo	Papua New Guinea
ncn		Neherneh	Papua New Guinea
nco		Sibe	Papua New Guinea
ncq		Northern Katang	Laos
ncr		Nchane	Cameroon
ncs		Nicaraguan Sign Language	Nicaragua
nct		Chothe Naga	India
ncu		Chumburung	Ghana
ncx		Central Puebla Nahuatl	Mexico
ncz		Natchez	United States
nda		Ndasa	Congo, Gabon
ndb		Kenswei Nsei	Cameroon
ndc		Ndau	Mozambique, Zimbabwe
ndd		Nde-Nsele-Nta	Nigeria
nde	nd	Ndebele	Botswana, Zimbabwe
ndg		Ndengereko	Tanzania
ndh		Ndali	Malawi, Tanzania
ndi		Samba Leko	Cameroon, Nigeria
ndj		Ndamba	Tanzania
ndk		Ndaka	Democratic Republic of the Congo
ndl		Ndolo	Democratic Republic of the Congo
ndm		Ndam	Chad
ndn		Ngundi	Congo
ndo	ng	Ndonga	Namibia
ndp		Kebu	Democratic Republic of the Congo, Uganda
ndq		Ndombe	Angola
ndr		Ndoola	Cameroon, Nigeria
nds		Low Saxon	Brazil, Germany
ndt		Ndunga	Democratic Republic of the Congo
ndu		Dugun	Cameroon
ndv		Ndut	Senegal
ndw		Ndobo	Democratic Republic of the Congo
ndx		Nduga	Indonesia
ndy		Luto	Central African Republic, Chad
ndz		Ndogo	South Sudan
nea		Eastern Ngad’a	Indonesia
neb		Toura	Côte d’Ivoire
nec		Nedebang	Indonesia
ned		Nde-Gbite	Nigeria
nee		Nêlêmwa-Nixumwak	New Caledonia
nef		Nefamese	India
neg		Negidal	Russian Federation
neh		Nyenkha	Bhutan
nej		Neko	Papua New Guinea
nek		Neku	New Caledonia
nem		Nemi	New Caledonia
nen		Nengone	New Caledonia
neo		Ná-Meo	Vietnam
neq		North Central Mixe	Mexico
ner		Yahadian	Indonesia
nes		Bhoti Kinnauri	India
net		Nete	Papua New Guinea
nev		Nyaheun	Laos
new		Newar	India, Nepal
nex		Neme	Papua New Guinea
ney		Neyo	Côte d’Ivoire
nez		Nez Perce	United States
nfa		Dhao	Indonesia
nfd		Ahwai	Nigeria
nfl		Äiwoo	Solomon Islands
nfr		Nafaanra	Ghana
nfu		Mfumte	Cameroon
nga		Ngbaka	Democratic Republic of the Congo, Congo
ngb		Northern Ngbandi	Democratic Republic of the Congo
ngc		Ngombe	Democratic Republic of the Congo
ngd		Ngando	Central African Republic
nge		Ngemba	Cameroon
ngg		Ngbaka Manza	Central African Republic
ngh		Nǁng	South Africa
ngi		Ngizim	Nigeria
ngj		Ngie	Cameroon
ngk		Dalabon	Australia
ngl		Lomwe	Mozambique
ngm		Ngatik Men’s Creole	Micronesia
ngn		Ngwo	Cameroon
ngp		Ngulu	Tanzania
ngq		Ngoreme	Tanzania
ngr		Engdewu	Solomon Islands
ngs		Gvoko	Cameroon, Nigeria
ngt		Kriang	Laos
ngu		Guerrero Nahuatl	Mexico
ngv		Nagumi	Cameroon
ngw		Ngwaba	Nigeria
ngx		Nggwahyi	Nigeria
ngy		Tibea	Cameroon
ngz		Ngungwel	Congo
nha		Nhanda	Australia
nhb		Beng	Côte d’Ivoire
nhc		Tabasco Nahuatl	Mexico
nhd		Ava Guaraní	Brazil, Paraguay
nhe		Eastern Huasteca Nahuatl	Mexico
nhf		Nhuwala	Australia
nhg		Tetelcingo Nahuatl	Mexico
nhh		Nahari	India
nhi		Zacatlán-Ahuacatlán-Tepetzintla Nahuatl	Mexico
nhk		Isthmus-Cosoleacaque Nahuatl	Mexico
nhm		Morelos Nahuatl	Mexico
nhn		Central Nahuatl	Mexico
nho		Takuu	Papua New Guinea
nhp		Isthmus-Pajapan Nahuatl	Mexico
nhq		Huaxcaleca Nahuatl	Mexico
nhr		Naro	Botswana, Namibia
nht		Ometepec Nahuatl	Mexico
nhu		Noone	Cameroon
nhv		Temascaltepec Nahuatl	Mexico
nhw		Western Huasteca Nahuatl	Mexico
nhx		Isthmus-Mecayapan Nahuatl	Mexico
nhy		Northern Oaxaca Nahuatl	Mexico
nhz		Santa María la Alta Nahuatl	Mexico
nia		Nias	Indonesia
nib		Nakame	Papua New Guinea
nid		Ngandi	Australia
nie		Niellim	Chad
nif		Nek	Papua New Guinea
nig		Ngalakgan	Australia
nih		Nyiha	Tanzania, Zambia
nii		Nii	Papua New Guinea
nij		Ngaju	Indonesia
nik		Southern Nicobarese	India
nil		Nila	Indonesia
nim		Nilamba	Tanzania
nin		Ninzo	Nigeria
nio		Nganasan	Russian Federation
niq		Nandi	Kenya
nir		Nimboran	Indonesia
nis		Sama	Papua New Guinea
nit		Southeastern Kolami	India
niu		Niue	Niue
niv		Gilyak	Russian Federation
niw		Nimo	Papua New Guinea
nix		Hema	Democratic Republic of the Congo
niy		Ngiti	Democratic Republic of the Congo
niz		Ningil	Papua New Guinea
nja		Nzanyi	Cameroon, Nigeria
njb		Nocte Naga	India
njd		Ndonde Hamba	Tanzania
njh		Lotha Naga	India
nji		Gudanji	Australia
njj		Njen	Cameroon
njl		Njalgulgule	South Sudan
njm		Angami Naga	India
njn		Liangmai Naga	India
njo		Ao Naga	India
njr		Njerep	Nigeria
njs		Nisa	Indonesia
njt		Ndyuka-Trio Pidgin	Suriname
nju		Ngadjunmaya	Australia
njx		Kunyi	Congo
njy		Njyem	Congo, Cameroon
njz		Nyishi	India
nka		Nkoya	Zambia
nkb		Khoibu Naga	India
nkc		Nkongho	Cameroon
nkd		Koireng	India
nke		Dughore	Solomon Islands
nkf		Inpui Naga	India
nkg		Nekgini	Papua New Guinea
nkh		Khezha Naga	India
nki		Thangal Naga	India
nkj		Nakai	Indonesia
nkk		Tanokuku	Vanuatu
nkm		Namat	Papua New Guinea
nkn		Nkangala	Angola
nko		Nkonya	Ghana
nkp		Niuatoputapu	Tonga
nkq		Nkami	Ghana
nkr		Nukuoro	Micronesia
nks		North Asmat	Indonesia
nkt		Tanzania Nyika	Tanzania
nku		Bouna Kulango	Côte d’Ivoire
nkv		Nyika	Malawi, Zambia
nkw		Nkutu	Democratic Republic of the Congo
